NAME,DECLARATION,DESCRIPTION
GetReferencedUniformBufferNames,"inline const TSet<const TCHAR*, TStringPointerSetKeyFuncs_DEPRECATED<const TCHAR*>>& GetReferencedUniformBufferNames() const",GetReferencedUniformBufferNames is deprecated; call GetReferencedUniformBuffers instead.
GetRegistrationSerialNumber,int32 GetRegistrationSerialNumber() const { return -1; },GetRegistrationSerialNumber is no longer used.
GetRenderInterpDebugDraw,static bool GetRenderInterpDebugDraw(),"Deprecated, use RenderInterpolationCVars::bRenderInterpDebugDraw"
GetRenderInterpErrorCorrectionDuration,static float GetRenderInterpErrorCorrectionDuration(),"Deprecated, use RenderInterpolationCVars::RenderInterpErrorCorrectionDuration"
GetRenderInterpErrorDirectionalDecayMultiplier,static float GetRenderInterpErrorDirectionalDecayMultiplier(),"Deprecated, use RenderInterpolationCVars::RenderInterpErrorDirectionalDecayMultiplier"
GetRenderInterpErrorVelocitySmoothingDuration,static float GetRenderInterpErrorVelocitySmoothingDuration(),"Deprecated, use RenderInterpolationCVars::RenderInterpErrorVelocitySmoothingDuration"
GetRenderInterpMaximumErrorCorrectionBeforeSnapping,static float GetRenderInterpMaximumErrorCorrectionBeforeSnapping(),"Deprecated, use RenderInterpolationCVars::RenderInterpMaximumErrorCorrectionBeforeSnapping"
GetResimulationErrorThreshold,uint32 GetResimulationErrorThreshold(uint32 DefaultValue) { return GetResimulationErrorPositionThreshold(DefaultValue); },"GetResimulationErrorThreshold has been renamed, please use GetResimulationErrorPositionThreshold."
GetResimulationErrorThreshold,virtual float GetResimulationErrorThreshold() const,"GetResimulationErrorThreshold has been renamed, please use GetResimulationErrorPositionThreshold."
GetRHIPipelines,inline TArrayView<const ERHIPipeline> GetRHIPipelines(),GetRHIPipelines is deprecated. Prefer ranged-for iteration over pipelines using 'for (ERHIPipeline Pipeline : MakeFlagsRange(Pipelines))'.
GetSerializeContext,virtual FUObjectSerializeContext* GetSerializeContext() { return nullptr; },GetSerializeContext is not supported. Use FUObjectThreadContext::Get().GetSerializeContext().
GetSerializeContext,COREUOBJECT_API virtual FUObjectSerializeContext* GetSerializeContext() override;,GetSerializeContext is not supported. Use FUObjectThreadContext::Get().GetSerializeContext().
GetSerializeContext,FUObjectSerializeContext* GetSerializeContext() override;,GetSerializeContext is not supported. Use FUObjectThreadContext::Get().GetSerializeContext().
GetShaderStatistics,inline const FShaderStatisticMap& GetShaderStatistics() const,GetShaderStatistics which returns a reference to the stat map is deprecated. Shader Stats can be accessed on the editor only data on the FShaderMapResourceCode object.
GetShaderStatisticsMapForShader,"RENDERCORE_API const FShader::FShaderStatisticMap GetShaderStatisticsMapForShader(const FShaderMapBase& InShaderMap, FShaderType* ShaderType) const",GetShaderStatistics which returns a reference to the stat map is deprecated. Please use the function that returns a non-ref.
GetSharedFragmentData,T& GetSharedFragmentData() const,Using GetSharedFragmentDataPtr with const shared fragments is deprecated. Use GetConstSharedFragmentData instead
GetSharedFragmentDataPtr,T* GetSharedFragmentDataPtr() const,Using GetSharedFragmentDataPtr with const shared fragments is deprecated. Use GetConstSharedFragmentDataPtr instead
GetSlotGroupInertializationRequestMap,"ENGINE_API TMap<FName, UE::Anim::FSlotInertializationRequest>& GetSlotGroupInertializationRequestMap();",Please use GetSlotGroupInertializationRequestDataMap instead.
GetSlotInertializationRequest,"ENGINE_API bool GetSlotInertializationRequest(const FName& SlotName, UE::Anim::FSlotInertializationRequest& OutRequest);",Please use GetSlotInertializationRequestData instead.
GetSolverName,"FString GetSolverName(int32 SolverID) { return TEXT(""""); }",Please use the GetSolverFName instead
GetSolverName_AssumedLocked,"FString GetSolverName_AssumedLocked(int32 SolverID) { return TEXT(""""); }",Please use the GetSolverFName_AssumedLocked instead
GetSoundBufferForResourceID,ENGINE_API FSoundBuffer* GetSoundBufferForResourceID(uint32 ResourceID);,This is no longer used.  Existing calls may be deleted
GetSSProfilesPreIntegratedTextureWithFallback,ENGINE_API FRHITexture* GetSSProfilesPreIntegratedTextureWithFallback();,"Please, use the name space SubsurfaceProfile::"
GetStateHistory,TSharedPtr<Chaos::FBaseRewindHistory>& GetStateHistory() { return GetStateHistory_Internal(); },"Deprecated, use GetStateHistory_Internal() or GetStateHistory_External() instead"
GetStreamingBounds,ENGINE_API FBox GetStreamingBounds() const;,Use the override that takes both Runtime and Editor boxes
GetSubsurfaceProfileId,ENGINE_API float GetSubsurfaceProfileId(const USubsurfaceProfile* In);,"Please, use the name space SubsurfaceProfile::"
GetSubsurfaceProfileParameterName,ENGINE_API FName GetSubsurfaceProfileParameterName();,"Please, use the name space SubsurfaceProfile::"
GetSubsurfaceProfileTexture,ENGINE_API FRHITexture* GetSubsurfaceProfileTexture();,"Please, use the name space SubsurfaceProfile::"
GetSubsurfaceProfileTextureWithFallback,ENGINE_API FRHITexture* GetSubsurfaceProfileTextureWithFallback();,"Please, use the name space SubsurfaceProfile::"
GetTagToAssetDatasMap,"const TMap<FName, const TArray<const FAssetData*>> GetTagToAssetDatasMap() const;",Use EnumerateTags or EnumerateTagToAssetDatas instead.
GetThumbnailOverlay,virtual TSharedPtr<class SWidget> GetThumbnailOverlay(const FAssetData& AssetData) const = 0;,"Convert the Action class over to the Definition system and use the new GetThumbnailActionOverlay, see UAssetDefinition for more information"
GetTiles,"NAVIGATIONSYSTEM_API void GetTiles(const FPImplRecastNavMesh* NavMeshImpl, const TArray<int32>& TileIndices, const EGatherTilesCopyMode CopyMode, const bool bMarkAsAttached = true);",Use the version of this function that takes an array of FNavTileRefs instead.
GetTilesBounds,"NAVIGATIONSYSTEM_API void GetTilesBounds(const FPImplRecastNavMesh& NavMeshImpl, const TArray<int32>& TileIndices, FBox& OutBounds) const;",Use the version of this function that takes an array of FNavTileRefs instead.
GetTimeScale,MOVIESCENE_API float GetTimeScale() const;,Transforms no longer have a constant time scale.
GetTrackFilterNames,virtual TArray<FText> GetTrackFilterNames() const = 0;,GetTrackFilterNames() has been deprecated. Use GetFilterInterface()->GetFilterDisplayNames() instead.
GetUsedPersistentAuxiliary,static CORE_API SIZE_T GetUsedPersistentAuxiliary();,Persistent Auxiliary allocator is obsolete and is replaced by a GetPersistentLinearAllocator()
GetUserFacingFunctionName,"static FText GetUserFacingFunctionName(const UFunction* Function, ENodeTitleType::Type NodeTitleType = ENodeTitleType::EditableTitle);",Moved to ObjectTools::GetUserFacingFunctionName.
GetVertexFactoryUserData,"virtual const FSkinBatchVertexFactoryUserData* GetVertexFactoryUserData(const int32 LODIndex, int32 ChunkIdx, ESkinVertexFactoryMode VFMode) const { return nullptr; }",This method is no longer in use
GetViewportSettings,"virtual void GetViewportSettings(TMap<FViewportClient*, EMovieSceneViewportParams>& ViewportParamsMap) const {}",Viewport settings management has moved to FViewportSettingsPlaybackCapability
GetWhitePoint,virtual FVector2d GetWhitePoint() const,"GetWhitePoint is deprecated, please use GetSourceColorSpace instead."
GIsEditorLoadingPackage,extern CORE_API FIsEditorLoadingPackage GIsEditorLoadingPackage;,Use UE::GetIsEditorLoadingPackage() and UE::SetIsEditorLoadingPackage() instead.
GJKDistanceInitialV,"TVector<T, 3> GJKDistanceInitialV(const TGeometryA& A, const TGeometryB& B, const TRigidTransform<T, 3>& BToATM)","Use GJKDistanceInitialVFromDirection if possible, or GJKDistanceInitialVFromRelativeTransform if original behaviour was required"
GLevelEditorModeToolsIsValid,UNREALED_API bool GLevelEditorModeToolsIsValid();,Checking the validity of the global mode manager is unnecessary. Instead use FLevelEditorModule::OnLevelEditorCreated to gate the access on the global mode manager.
GMaybeUnreachableObjectFlag,extern COREUOBJECT_API EInternalObjectFlags GMaybeUnreachableObjectFlag;,GMaybeUnreachableObjectFlag should no longer be used.
GPathTracingDenoiserPlugin,extern RENDERER_API TUniquePtr<UE::Renderer::Private::IPathTracingDenoiser> GPathTracingDenoiserPlugin;,GPathTracingDenoiserPlugin is deprecated. Use RegisterSpatialDenoiser/RegisterSpatialTemporalDenoiser to register
GPathTracingSpatialTemporalDenoiserPlugin,extern RENDERER_API TUniquePtr<UE::Renderer::Private::IPathTracingSpatialTemporalDenoiser> GPathTracingSpatialTemporalDenoiserPlugin;,GPathTracingSpatialTemporalDenoiserPlugin is deprecated. Use RegisterSpatialDenoiser/RegisterSpatialTemporalDenoiser to register
GPlayInEditorID,extern CORE_API FPlayInEditorID GPlayInEditorID;,Use UE::GetPlayInEditorID() and UE::SetPlayInEditorID() instead.
GPUInstances,TArray<FRayTracingGPUInstance> GPUInstances;,GPUInstances no longer supported. Use GPUSceneInstances instead.
GReachableObjectFlag,extern COREUOBJECT_API EInternalObjectFlags GReachableObjectFlag;,GUnreachableObjectFlag should no longer be used.
Guid,FGuid Guid;,"Will be made private in 5.7, use Get/Set methods instead."
GUnreachableObjectFlag,extern COREUOBJECT_API EInternalObjectFlags GUnreachableObjectFlag;,GUnreachableObjectFlag should no longer be used. Use Object->IsUnreachable() instead.
GVertexColorViewMode,extern ENGINE_API EVertexColorViewMode::Type GVertexColorViewMode;,Use MeshPaintVisualize::SetChannelMode() instead.
GVertexViewModeOverrideOwnerName,extern ENGINE_API FString GVertexViewModeOverrideOwnerName;,We no longer use names to enable visualization.
GVertexViewModeOverrideTexture,extern ENGINE_API TWeakObjectPtr<UTexture> GVertexViewModeOverrideTexture;,Use MeshPaintVisualize::SetTextureAsset() instead.
GVertexViewModeOverrideUVChannel,extern ENGINE_API float GVertexViewModeOverrideUVChannel;,Use MeshPaintVisualize::SetTextureCoordinateIndex() instead.
HasAllEnumFlags,UMG_API bool HasAllEnumFlags(const FWidgetStateBitfield& InBitfield) const;,FWidgetStateBitfield currently no longer supports enum states
HasAnyEnumFlags,UMG_API bool HasAnyEnumFlags(const FWidgetStateBitfield& InBitfield) const;,FWidgetStateBitfield currently no longer supports enum states
HasEmptyUsedEnumStates,UMG_API bool HasEmptyUsedEnumStates() const;,FWidgetStateBitfield currently no longer supports enum states
HasEnumStates,UMG_API bool HasEnumStates() const;,FWidgetStateBitfield currently no longer supports enum states
HasExactFragmentTypesMatch,FORCEINLINE bool HasExactFragmentTypesMatch(const FMassSharedFragmentBitSet& InSharedFragmentBitSet) const,HasExactFragmentTypesMatch is deprecated. Use HasExactSharedFragmentTypesMatch or the two-parameter version of HasExactFragmentTypesMatch.
HasHadBulkDataCleared,FORCEINLINE bool HasHadBulkDataCleared() const { return false; },Remove call to HasHadBulkDataCleared.
HashObject,FORCEINLINE static uint32 HashObject(const UObject& Object),This method is no longer used by the navigation system.
HashObject,static NAVIGATIONSYSTEM_API uint32 HashObject(const UObject& Object);,This method will no be longer be used by the navigation system.
HashObject,NAVIGATIONSYSTEM_API static uint32 HashObject(const UObject& Object);,This method is no longer used by the navigation system.
HashShaderFileWithIncludes,"extern RENDERCORE_API void HashShaderFileWithIncludes(FArchive& HashingArchive, const TCHAR* VirtualFilePath, const FString& FileContents, EShaderPlatform ShaderPlatform, bool bOnlyHashIncludedFiles);",HashShaderFileWithIncludes is no longer used by the shader compilation system and so no longer supported.
HasLayer,bool HasLayer(ULandscapeLayerInfoObject* LayerInfoObject) const;,This version of HasLayer is deprecated.  Use HasTargetLayer(ULandscapeLayerInfoObject* LayerInfoObject) instead.
HasObjectsNavOctreeId,NAVIGATIONSYSTEM_API bool HasObjectsNavOctreeId(const UObject& Object) const;,Use HasElementNavOctreeId instead.
HasPendingObjectNavOctreeId,NAVIGATIONSYSTEM_API bool HasPendingObjectNavOctreeId(UObject& Object) const;,Use HasPendingUpdateForElement instead.
HasPendingObjectNavOctreeId,NAVIGATIONSYSTEM_API bool HasPendingObjectNavOctreeId(UObject* Object) const;,Use HasPendingUpdateForElement instead.
HideAddComponentButton,virtual bool HideAddComponentButton() const { return false; },Use version with ObjectContext instead
HideBlueprintButtons,virtual bool HideBlueprintButtons() const { return false; },Use version with ObjectContext instead
HideComponentsFilterBox,virtual bool HideComponentsFilterBox() const { return false; },Use version with ObjectContext instead
HideComponentsTree,virtual bool HideComponentsTree() const { return false; },Use version with ObjectContext instead
Identical,"UNREALED_API bool Identical(const FResolvedProperty& AProp, const FResolvedProperty& BProp, const UObject* OwningOuterA, const UObject* OwningOuterB, const FPropertySoftPath& RootPath, TArray<FPropertySoftPath>& DifferingProperties);",Use version with FDiffParameters instead.
ILocatorEditor,typedef ILocatorFragmentEditor ILocatorEditor;,Please use ILocatorFragmentEditor
Import,"LANDSCAPE_API void Import(const FGuid& InGuid, int32 InMinX, int32 InMinY, int32 InMaxX, int32 InMaxY, int32 InNumSubsections, int32 InSubsectionSizeQuads, const TMap<FGuid, TArray<uint16>>& InImportHeightData,",Use the new method prototype which takes a TArrayView parameter for import layers
ImportEntity,"MOVIESCENE_API void ImportEntity(UMovieSceneEntitySystemLinker* Linker, const FEntityImportSequenceParams& ImportParams, const FMovieSceneEntityComponentField* EntityField, const FMovieSceneEvaluationFieldEntityQuery& Query);",Please call the version that takes OutPerTickConditionalEntities and ConditionResultCache
INDEX_NONE,uint32 PassthroughOffset = INDEX_NONE;,Use PassthroughKey instead
INDEX_NONE,uint32 OwnerUniqueId = INDEX_NONE;,ID no longer used.
InitializeClothAsset,"virtual void InitializeClothAsset(UObject* ClothAsset, const FDatasmithCloth& DatasmithCloth) const",The experimental Cloth importer is no longer supported.
InitializeClothComponent,"virtual void InitializeClothComponent(USceneComponent* ClothComponent, UObject* ClothAsset, USceneComponent* RootComponent) const",The experimental Cloth importer is no longer supported.
InitializeFrom,void InitializeFrom(UInstancedStaticMeshComponent* InComponent) { InitializeFromInstancedStaticMeshComponent(InComponent); },Use InitializeFromInstancedStaticMeshComponent instead.
InitializeFrom,void InitializeFrom(const UPrimitiveComponent* InComponent) { InitializeFromPrimitiveComponent(InComponent); },Use InitializeFromPrimitiveComponent instead.
InitializeFrom,void InitializeFrom(const UStaticMeshComponent* InComponent) { InitializeFromStaticMeshComponent(InComponent); },Use InitializeFromStaticMeshComponent instead.
InitResources,"ENGINE_API void InitResources(const FStaticMeshLODResources& LodResources, uint32 LODIndex, const UStaticMesh* Parent)",Provide FStaticMeshVertexBuffers instead of FStaticMeshLODResources
InitVertexFactory,"ENGINE_API void InitVertexFactory(const FStaticMeshLODResources& LodResources, FLocalVertexFactory& InOutVertexFactory, uint32 LODIndex, const UStaticMesh* InParentMesh, bool bInOverrideColorVertexBuffer)",Provide FStaticMeshVertexBuffers instead of FStaticMeshLODResources
InjectInputs_External,"virtual void InjectInputs_External(int32 PhysicsStep, int32 NumSteps) {}",This callback was never called. Instead look at either ISimCallbackObject::ProcessInputs_External or FNetworkPhysicsCallback::InjectInputsExternal.
Inputs,"TMap< int, FDataflowInput* > Inputs;",Inputs type has changed and has been made private
InstanceGPUTransformsSRV,FShaderResourceViewRHIRef InstanceGPUTransformsSRV;,InstanceGPUTransformsSRV has been deprecated. GPU Scene should be used instead.
InstanceIndex,uint32 InstanceIndex;,Provide RayTracingGeometry and SBTSegmentIndex instead of InstanceIndex
InvalidateCachedData,MOVIESCENE_API void InvalidateCachedData(TSharedRef<const FSharedPlaybackState> SharedPlaybackState);,Please use the method that takes a reason parameter.
InvalidWarpCount,MOVIESCENE_API static const uint32 InvalidWarpCount;,Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
InverseFromAllFirstLoops,MOVIESCENE_API FMovieSceneSequenceTransform InverseFromAllFirstLoops() const;,Please use Inverse()
InverseFromLoop,MOVIESCENE_API FMovieSceneSequenceTransform InverseFromLoop(const FMovieSceneWarpCounter& LoopCounter) const;,Please use Inverse()
InverseFromLoop,FMovieSceneSequenceTransform InverseFromLoop(const TArrayView<const FFrameTime>& Breadcrumbs) const;,Please use Inverse()
InverseFromLoop,MOVIESCENE_API FMovieSceneSequenceTransform InverseFromLoop(const TArrayView<const uint32>& LoopCounts) const;,Please use Inverse()
InverseFromWarp,FMovieSceneNestedSequenceTransform InverseFromWarp(uint32 WarpCount) const,Please use Inverse()
InverseFromWarp,FMovieSceneTimeTransform InverseFromWarp(uint32 WarpCount) const;,Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
InverseLinearOnly,FMovieSceneNestedSequenceTransform InverseLinearOnly() const,Please use Inverse()
InverseNoLooping,MOVIESCENE_API FMovieSceneSequenceTransform InverseNoLooping() const;,Please use Inverse()
IRepChangedPropertyTracker,IRepChangedPropertyTracker() { },Will be removed or renamed and used to pass paramters.
IsAllowedToTick,virtual bool IsAllowedToTick() const { return true; },Use IsTickable for conditional ticks and SetTickableTickType to change the tick type after initial registration
IsAsyncLoadingComplete,COREUOBJECT_API bool IsAsyncLoadingComplete() const;,No longer provides any functionality (assume that this will always return true
IsAttachedToLinker,bool IsAttachedToLinker() const { return IsValid(); },"Runners are now owned by linkers, and always attached"
IsBulkDataLoaded,FORCEINLINE bool IsBulkDataLoaded() const { return true; },"IsBulkDataLoaded was broken, do not use"
IsCachePlaying,bool IsCachePlaying(),No longer used and underlying variable is deprecated
IsCacheRecording,bool IsCacheRecording(),No longer used and underlying variable is deprecated
IsCalledFunctionFromInterface,bool IsCalledFunctionFromInterface(UEdGraphNode* Node),IsCalledFunctionFromInterface is deprecated
IsCalledFunctionPure,bool IsCalledFunctionPure(UEdGraphNode* Node),IsCalledFunctionPure is deprecated
IsCurrentPlatformUsingStreamCaching,static ENGINE_API bool IsCurrentPlatformUsingStreamCaching() { return true; };,"this always returns true, no longer needed."
IsDestructionThreadSafe,COREUOBJECT_API virtual bool IsDestructionThreadSafe() const;,Multithreaded destruction of UObjects is no longer supported.
IsDiscard,bool IsDiscard() const,Discard aliasing ops are no longer necessary.
IsDumpingDraws,static bool IsDumpingDraws() { return false; },This path is no longer supported.
IsEditingLayerReservedForSplines,LANDSCAPE_API bool IsEditingLayerReservedForSplines() const;,Use FindLayerOfType(ULandscapeEditLayerSplines::StaticClass()).Guid == GetEditingLayer() instead
IsHardwareVRSEnabled,bool IsHardwareVRSEnabled() { return IsHardwareVRSEnabledForFrame(); };,"IsHardwareVRSEnabled() is deprecated, please use IsHardwareVRSEnabledForFrame() instead."
IsHostLittleEndian,SIGNALPROCESSING_API constexpr bool IsHostLittleEndian(),Big Endian platforms are no longer supported.
IsInBrushStroke,virtual bool IsInBrushStroke() const { return bInBrushStroke; },The IsInBrushStroke function is deprecated. This will now always be true in OnBeginDrag/OnUpdateDrag/OnEndDrag.
IsInGarbageCollectorThread,COREUOBJECT_API bool IsInGarbageCollectorThread();,IsInGarbageCollectorThread() is now equivalent to calling IsInGameThread()
IsLazyGathering,NAVIGATIONSYSTEM_API bool IsLazyGathering(const INavRelevantInterface& ChildNavInterface) const;,Use the overloaded version with FNavigationElement instead.
IsLoadedByEditorPropertiesOnly,bool IsLoadedByEditorPropertiesOnly() const { return false; },No longer used; skiponlyeditoronly is used instead and tracks editoronly references via savepackage results.
IsLooping,bool IsLooping() const,Please update your code to check for IsLinear()
IsLooping,bool IsLooping() const;,This function is no longer supported. Please use !IsLinear()
IsManagedStreamingSoundSource,virtual bool IsManagedStreamingSoundSource(const FSoundSource* SoundSource) const { LogWarning(); return false; },Use These methods are no longer used (removing the unused legacy streaming manager)
IsManagedStreamingSoundWave,virtual bool IsManagedStreamingSoundWave(const FSoundWaveProxyPtr&  SoundWave) const { LogWarning(); return false; },Use These methods are no longer used (removing the unused legacy streaming manager)
IsMaybeUnreachable,COREUOBJECT_API bool IsMaybeUnreachable() const;,IsMaybeUnreachable() can only be used by the garbage collector.
IsOneHeadsetEachProcess,bool IsOneHeadsetEachProcess() const,Deprecated. Use IsHMDForPrimaryProcessOnly function instead
IsPersistentAuxiliaryActive,static CORE_API bool IsPersistentAuxiliaryActive();,Persistent Auxiliary allocator is obsolete and is replaced by a GetPersistentLinearAllocator()
IsPowerOfTwo,ENGINE_API bool IsPowerOfTwo(int32 BlockIndex = 0) const { return IsBlockPowerOfTwo(BlockIndex); },"Prefer AreAllBlocksPowerOfTwo, or IsBlockPowerOfTwo if you really only want one block"
IsRHIThreadActive,static inline bool IsRHIThreadActive(),FRHICommandListExecutor::IsRHIThreadActive() is deprecated. Use FRHICommandListExecutor::AreRHITasksActive() instead.
IsRHIThreadCompletelyFlushed,static inline bool IsRHIThreadCompletelyFlushed(),FRHICommandListExecutor::IsRHIThreadCompletelyFlushed() is deprecated. Use FRHICommandListExecutor::AreRHITasksActive() instead.
IsSoftwareVRSEnabled,bool IsSoftwareVRSEnabled() { return IsSoftwareVRSEnabledForFrame(); };,"IsSoftwareVRSEnabled() is deprecated, please use IsSoftwareVRSEnabledForFrame() instead."
IsStreamingInProgress,virtual bool IsStreamingInProgress(const FSoundWaveProxyPtr&  SoundWave) { LogWarning(); return false; },Use These methods are no longer used (removing the unused legacy streaming manager)
IsTrackFilterEnabled,virtual bool IsTrackFilterEnabled(const FText& InTrackFilterName) const = 0;,IsTrackFilterEnabled() has been deprecated. Use GetFilterInterface()->IsFilterActiveByDisplayName() instead.
IsValid,bool IsValid() const { return End > Start; },Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
LastModifiedTimestamp,UE::Dataflow::FTimestamp LastModifiedTimestamp;,"Will be made private in 5.7, use Get/Set methods instead."
LastWarpCount,uint32 LastWarpCount() const,This function is no longer used. Please update your code to use time-based breadcrumbs instead.
Length,FFrameNumber Length() const { return End - Start; },Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
LexFromString,"INSTALLBUNDLEMANAGER_API void LexFromString(EInstallBundleSourceType& OutType, const TCHAR* String);",Use FInstallBundleSourceType
LexToString,INSTALLBUNDLEMANAGER_API const TCHAR* LexToString(EInstallBundleSourceType Type);,Use FInstallBundleSourceType
LoadAssetsIfNeeded,"ASSETTOOLS_API bool LoadAssetsIfNeeded(const TArray<FString>& ObjectPaths, TArray<UObject*>& LoadedObjects, bool bAllowedToPromptToLoadAssets = true, bool bLoadRedirects = false);",Use LoadAssetsIfNeeded taking struct FLoadAssetsSettings instead.
LocateBoundObjects,"MOVIESCENE_API void LocateBoundObjects(const FGuid& ObjectId, const UE::UniversalObjectLocator::FResolveParams& ResolveParams, TArray<UObject*, TInlineAllocator<1>>& OutObjects) const;",Please use the version that also takes a SharedPlaybackState
LocateBoundObjects,"TArray<UObject*, TInlineAllocator<1>> LocateBoundObjects(const FGuid& ObjectId, const UE::UniversalObjectLocator::FResolveParams& Context) const",Please use the version that also takes a SharedPlaybackState
LogHashMemoryOverheadStatistics,"inline void LogHashMemoryOverheadStatistics(FOutputDevice& Ar, const bool bShowIndividualStats)",LogHashMemoryOverheadStatistics that takes bool parameter has been deprecated.
MakeDefaultLocator,virtual FUniversalObjectLocator MakeDefaultLocator() const;,No longer required. Please override MakeDefaultLocatorFragment
MakeEditUI,virtual TSharedPtr<SWidget> MakeEditUI(TSharedPtr<IUniversalObjectLocatorCustomization> Customization) { return nullptr; },Please use MakeEditUI that takes a FEditUIParameters struct
MaliOfflineCompilerPath,FFilePath MaliOfflineCompilerPath;,"This property has been deprecated, please use OfflineCompilerPath instead."
MallocPersistentAuxiliary,"static CORE_API void* MallocPersistentAuxiliary(SIZE_T InSize, uint32 InAlignment = 0);",Persistent Auxiliary allocator is obsolete and is replaced by a GetPersistentLinearAllocator()
MangleGuidToVerseIdent,CORE_API FString MangleGuidToVerseIdent(const FString& Guid);,Use MakeValidVerseIdentifier instead
MarkAsReachableInterlocked_ForGC,COREUOBJECT_API bool MarkAsReachableInterlocked_ForGC();,MarkAsReachableInterlocked_ForGC() can only be used by the garbage collector.
MaterialDynamicFriction,FRealSingle MaterialDynamicFriction;,Use DynamicFriction instead
MaterialRestitution,FRealSingle MaterialRestitution;,Use Restitution instead
MaterialStateIds_DEPRECATED,"TArray<FGuid, TInlineAllocator<2>> MaterialStateIds_DEPRECATED;",GenerationHash is now used
MaterialStaticFriction,FRealSingle MaterialStaticFriction;,Use StaticFriction instead
Name,FName Name;,"Will be made private in 5.7, use Get/Set methods instead."
NegateEnumStates,UMG_API void NegateEnumStates();,FWidgetStateBitfield currently no longer supports enum states
NotifyAddActiveSound,ENGINE_API void NotifyAddActiveSound(FActiveSound& ActiveSound) const,NotifyAddActiveSound is deprecated. Use NotifySubsystemsActiveSoundCreated instead.
NotifyItemDataRefreshed,void NotifyItemDataRefreshed();,No data source should be able request a full data refresh. On large projects this can quickly destroy the editor performance. To avoid that all data sources should support queueing the required incremental data updates for their items. Look for uses of the function QueueItemDataUpdate for examples.
NotifyItemDataRefreshed,virtual void NotifyItemDataRefreshed() override;,"NotifyItemDataRefreshed is deprecated, for editor performance reasons no external systems should be able to request a full refresh."
NotifyItemDataRefreshed,virtual void NotifyItemDataRefreshed() = 0;,"NotifyItemDataRefreshed is deprecated, for editor performance reasons no external systems should be able to request a full refresh."
NotifyPendingDeleteInternal,ENGINE_API void NotifyPendingDeleteInternal(FActiveSound& ActiveSound) const,NotifyPendingDeleteInternal is deprecated. Use NotifySubsystemsActiveSoundDeleting and/or NotifySubsystemsVirtualizedSoundDeleting instead.
nullptr,INavRelevantInterface* NavInterface = nullptr;,Use NavigationElement instead.
nullptr,FResourceBulkDataInterface* BulkData = nullptr;,Please use FRHITextureCreateDesc for creating Textures with Bulk Data
nullptr,FShaderResourceViewRHIRef GPUTransformsSRV = nullptr;,GPUTransformsSRV has been deprecated. GPU Scene should be used instead.
NumNativeInstancesPerLayer,TArray<uint32> NumNativeInstancesPerLayer;,FRHIRayTracingScene layers are deprecated. Use MaxNumInstances and create one FRHIRayTracingScene per layer instead.
NumWarpCounts,int32 NumWarpCounts() const,This function is no longer used. Please update your code to use time-based breadcrumbs instead.
objects,/** Returns set of source objects (including actors) to ignore during the trace. Note that elements are NOT guaranteed to be unique. This is less important for actors since it's less likely that duplicates are added.*/,Use GetIgnoredSourceObjects instead.
ObjectToOctreeId,"TMap<uint32, FOctreeElementId2> ObjectToOctreeId;",Use ElementToOctreeId instead.
OctreeChildNodesMap,"TMultiMap<UObject*, FWeakObjectPtr> OctreeChildNodesMap;",This container is no longer used. Use AddChild/RemoveChild/GetChildren methods instead.
OffsetOfFlags,FORCEINLINE static constexpr ::size_t OffsetOfFlags(),OffsetOfFlags() can only be used by the garbage collector.
OnAssetsAddExtraObjectsToDelete,static UNREALED_API FOnAssetsAddExtraObjectsToDelete OnAssetsAddExtraObjectsToDelete;,Delegate signature for OnAssetsAddExtraObjectsToDelete has been deprecated please use new version OnAddExtraObjectsToDelete
OnAssetsAddExtraObjectsToDelete,ENGINE_API void OnAssetsAddExtraObjectsToDelete(TArray<UObject*>& ObjectsToDelete);,OnAssetsAddExtraObjectsToDelete signature has been deprecated please use OnAddExtraObjectsToDelete instead
OnCanBindToContextStruct,FOnCanBindToContextStruct OnCanBindToContextStruct;,Please use OnCanBindToContextStructWithIndex instead.
OnDataStorageInterfacesSet,TYPEDELEMENTFRAMEWORK_API FSimpleMulticastDelegate& OnDataStorageInterfacesSet();,Use UE::Editor::DataStorage::OnAllStorageFeaturesEnabled instead
OnNavRelevantObjectRegistered,FOnNavRelevantObjectRegistrationEvent OnNavRelevantObjectRegistered;,Use OnNavigationElementAddedDelegate instead.
OnNavRelevantObjectUnregistered,FOnNavRelevantObjectRegistrationEvent OnNavRelevantObjectUnregistered;,Use OnNavigationElementRemovedDelegate instead.
OnNotifyAddActiveSound,virtual void OnNotifyAddActiveSound(FActiveSound& ActiveSound) {},OnNotifyAddActiveSound is deprecated. Use NotifyActiveSoundCreated instead.
OnNotifyPendingDelete,virtual void OnNotifyPendingDelete(const FActiveSound& ActiveSound) {},OnNotifyPendingDelete is deprecated. Use NotifyActiveSoundDeleting and/or NotifyVirtualizedSoundDeleting instead.
